filename_tee_on,filename_tee_off,total_samples_tee_on,total_samples_tee_off,ttft_tee_on,ttft_tee_off,itl_tee_on,itl_tee_off,tps_tee_on,tps_tee_off,short_total_tee_on,short_total_tee_off,short_tps_tee_on,short_tps_tee_off,medium_total_tee_on,medium_total_tee_off,medium_tps_tee_on,medium_tps_tee_off,long_total_tee_on,long_total_tee_off,long_tps_tee_on,long_tps_tee_off
./results/tee_1core/serving_llama8B_tp1_sharegpt_qps_1.json,./results/base_1core/serving_llama8B_tp1_sharegpt_qps_1.json,1000,1000,0.036367387580998244,0.030068141110000623,1.7158265379069995,1.5552453782139983,121.04116023029445,132.7829625733328,86,86,124.17443235224181,136.22832338715142,608,608,120.42497755820116,132.23662052063452,306,306,121.38487808044232,132.90020093298037
./results/tee_1core/serving_Phi3-14B-128k_tp1_sharegpt_qps_1.json,./results/base_1core/serving_Phi3-14B-128k_tp1_sharegpt_qps_1.json,1000,1000,0.05236337209999806,0.041691583018990966,3.697497262275006,3.4599177812710007,68.42873511104769,72.98254671836449,76,76,71.8940288919307,76.27539850635827,540,540,67.82899306229298,72.33717082213666,384,384,68.58628297297594,73.23839632272782
./results/tee_1core/serving_llama70B_tp1_sharegpt_qps_1.json,./results/base_1core/serving_llama70B_tp1_sharegpt_qps_1.json,690,691,0.43619390851884987,0.42044316366424794,57.3854920326493,55.97710131367584,4.079665316742627,4.175348879492492,91,89,4.226106832295928,4.329491381920506,428,434,4.042533114769928,4.138602004786972,171,168,4.094673530362303,4.188619480124053
