filename_tee_on,filename_tee_off,total_samples_tee_on,total_samples_tee_off,ttft_tee_on,ttft_tee_off,itl_tee_on,itl_tee_off,tps_tee_on,tps_tee_off,short_total_tee_on,short_total_tee_off,short_tps_tee_on,short_tps_tee_off,medium_total_tee_on,medium_total_tee_off,medium_tps_tee_on,medium_tps_tee_off,long_total_tee_on,long_total_tee_off,long_tps_tee_on,long_tps_tee_off
./results/tee_24cores/serving_llama8B_tp1_sharegpt_qps_1.json,./results/base_24cores/serving_llama8B_tp1_sharegpt_qps_1.json,1000,1000,0.038348200335996806,0.030667743752996274,1.6944435050439992,1.5492770445699984,121.87522937047164,132.97023784937343,86,86,124.58556575091146,136.01148203618212,608,608,121.38178748352962,132.36659401299622,306,306,122.09393439838968,133.31490599464075
./results/tee_24cores/serving_Phi3-14B-128k_tp1_sharegpt_qps_1.json,./results/base_24cores/serving_Phi3-14B-128k_tp1_sharegpt_qps_1.json,1000,1000,0.05455580682700566,0.042563805380995516,3.6557503030479976,3.4400847617529946,69.19129513755962,73.39938922187763,76,76,72.86808814382896,76.88315862396371,540,540,68.57366813616989,72.73380839526058,384,384,69.3321344924398,73.64586623181167
./results/tee_24cores/serving_llama70B_tp1_sharegpt_qps_1.json,./results/base_24cores/serving_llama70B_tp1_sharegpt_qps_1.json,692,692,0.43002332435984014,0.42736292767050393,56.69047753485549,55.786936361554915,4.15916122448149,4.212072925864927,86,89,4.321326698106096,4.360403202599886,434,432,4.120570581999769,4.173941233020478,172,171,4.175452550675392,4.231204485393527
